ID,date,chamber,debate_num,summary
ParlaMint-NL-en_2022-03-23-tweedekamer-8,2022-03-23,tweedekamer,8,"eric liu: we need to work on sanctions, not only for more sanctions, but also for smarter sanctions. liu: we need to work on sanctions, not only for more sanctions, but also for smarter sanctions. liu: we need to work on sanctions, not only for more sanctions, but also for smarter sanctions. liu: we need to see the future in a normal way with Putin, but see that european unity is most important thing."
ParlaMint-NL-en_2022-03-24-tweedekamer-10,2022-03-24,tweedekamer,10,"the amendment of the Act on the promotion of Integrity Assessments by Public Administration. a municipality can refuse or withdraw a permit, which simply prevents a company associated with criminal activities from exist. the municipality may impose a chain clause on the property when selling real estate. the municipality may impose a chain clause on the property."
ParlaMint-NL-en_2022-03-24-tweedekamer-3,2022-03-24,tweedekamer,3,the amendment of the national education support activities Act 2013 raises the risk of precedent. the government is not sufficiently clear as to the need for legislation to provide information on the eu. the government is not sufficiently clear as to the need for legislation to provide information.
ParlaMint-NL-en_2022-03-24-tweedekamer-4,2022-03-24,tweedekamer,4,"the next item is the two-minute debate of the 2022 EU health council. it will be the first to give the floor to Mr Van Haga of the Van Haga Group. the issue at issue, the WTO Treaty, was also included in the annotated agenda of the European Council."
ParlaMint-NL-en_2022-03-24-tweedekamer-9,2022-03-24,tweedekamer,9,the report by the Temporary Committee on Implementation Organisations draws dramatic conclusions on the implementation policy and service of our government. the report sketches a deafening picture of a government that has completely lost sight of man. the government has become an enemy of its own citizen.
ParlaMint-NL-en_2022-03-29-tweedekamer-18,2022-03-29,tweedekamer,18,the next item is the two-minute debate on Participation Act / Breed Offensive. the cabinet is also planning to take a number of measures that affect people who are already having a hard time in the wallet. the example of the young disabled discount has been mentioned several times in the debate.
ParlaMint-NL-en_2022-03-29-tweedekamer-19,2022-03-29,tweedekamer,19,"the next item is the BES two-minute debate. the committee debate took place on 23 March last. the first speaker is Mrs Wuite of the D66 Group. she has, like everyone else, two minutes' speaking time."
ParlaMint-NL-en_2022-03-29-tweedekamer-20,2022-03-29,tweedekamer,20,"the next item is the two-minute debate Digital government, data usage and algorithms, digital identity. the committee debate took place on 22 March last week. the first speaker on the side of the chamber is Mrs van Weerdenburg of the party for freedom."
ParlaMint-NL-en_2022-03-30-tweedekamer-10,2022-03-30,tweedekamer,10,the next item is the two-minute debate on taxation. he will be the first to give the floor to Mr van der Lee van GroenLinks. he will be the first to give the floor to the secretary of state for finance.
ParlaMint-NL-en_2022-03-30-tweedekamer-11,2022-03-30,tweedekamer,11,"the motion-Idsinga cum suis, the motion in part no. 993, deals with transparency and the figures relating to the book surveys. the cabinet can support the use of the motion, but it'll take money."
ParlaMint-NL-en_2022-03-30-tweedekamer-12,2022-03-30,tweedekamer,12,"the next item is the debate on the law on the prevention of laundering and financing of terrorist financing. the committee debate was a while ago, but it has been some time now, but it is good that we have the follow-up to the debate. a motion has been proposed by Mr van der Lee."
ParlaMint-NL-en_2022-03-30-tweedekamer-13,2022-03-30,tweedekamer,13,"minister for Poverty Policy, Participation and Pensions is absent because of illness. minister for social affairs and employment is absent because of illness. a point of order is probably being made, he says, so we may not need a third."
ParlaMint-NL-en_2022-03-30-tweedekamer-2,2022-03-30,tweedekamer,2,"as many as five constitutional proposals are being discussed in a so-called second reading. in principle, until 15.30 hours are reserved for the treatment of these laws. the AD has already said that it was ""the great transformation of the Constitution"" but this has of course been going on for a long time."
ParlaMint-NL-en_2022-03-30-tweedekamer-5,2022-03-30,tweedekamer,5,"in a democratic constitutional state, this principle is protected in the Constitution. the protection of confidential communication must be technologically independent. a cloud managed by a third party also has to do with the vulnerability that protects Article 13."
ParlaMint-NL-en_2022-03-30-tweedekamer-6,2022-03-30,tweedekamer,6,"the change of the constitution will include a provision on the right to a fair trial, house of commons no. 35784. the amendments have been adopted by the Innovation Act Criminal Procedure. the amendments will be in line with the new Constitutional Article."
ParlaMint-NL-en_2022-03-30-tweedekamer-7,2022-03-30,tweedekamer,7,"the SP welcomes this bill, which is in the Rules of Procedure of the House of Representatives. it says that you have to submit a legislative proposal that was adopted at first reading after the first reading after the elections. it's a good thing that we have included a safety net in the Rules of Procedure for both own-initiative and non-initiative proposals."
ParlaMint-NL-en_2022-03-30-tweedekamer-8,2022-03-30,tweedekamer,8,the next item is the legislative proposal to repeal additional articles that have been drafted. the proposal is only intended to remove unnecessary ballast from the Constitution. the legal forms concerned that the legal provision provided for in the article has not yet been affected.
ParlaMint-NL-en_2022-03-30-tweedekamer-9,2022-03-30,tweedekamer,9,the next item is the amendment of the Financing Act to Political Parties. he will be the first to give the floor to Mr Van Baarle. he will be the first to give the floor to Mr van Baarle.
ParlaMint-NL-en_2022-03-31-tweedekamer-12,2022-03-31,tweedekamer,12,"the cabinet has just sent a letter indicating that tonight the Chamber will receive a summary letter on the state of affairs of sanctions and enforcement. the letter will be announced before 6 p.m. tonight at the chamber, so that we can continue the debate with the Foreign Minister tonight. a majority in favour of this request, so that we can continue the debate with the Foreign Minister."
ParlaMint-NL-en_2022-03-31-tweedekamer-13,2022-03-31,tweedekamer,13,"the next item is the debate on the situation regarding the evacuation of Afghanistan. it's an important debate, so I do not want to limit the number of interruptions. a motion has been passed to welcome our Afghan former employees."
ParlaMint-NL-en_2022-03-31-tweedekamer-14,2022-03-31,tweedekamer,14,the next item is the continuation of the debate on the speech by Ukrainian president Zelensky. I will suspend the sitting until 8:45 p.m. and then proceed with the debate. I would like to welcome the foreign minister once again.
ParlaMint-NL-en_2022-03-31-tweedekamer-4,2022-03-31,tweedekamer,4,"president Zelensky has a clear message to us here in the Netherlands: the tyranny must be lost. he has a clear message to us here in the Netherlands: the tyranny must be lost. he is leading us in the fight for our shared values, the fight for freedom, for democracy."
ParlaMint-NL-en_2022-03-31-tweedekamer-5,2022-03-31,tweedekamer,5,"alkaya, mahir (SP) is the first to give the floor to the secretary of state for finance. he is concerned about the fact that the introduction of the minimum profit tax rate is slowing down in the EU. a small group of countries can take this dossier hostage, leading to the delay."
ParlaMint-NL-en_2022-03-31-tweedekamer-6,2022-03-31,tweedekamer,6,the next item is the two-minute NATO debate. I would like to thank the Minister for answering the questions. it came a little late for me to be able to involve it carefully in the Zelensky debate.
ParlaMint-NL-en_2022-04-05-tweedekamer-30,2022-04-05,tweedekamer,30,"''the law of the hyperboles'' is announced with the greatest possible words. the law is already failing, and the law has been postponed for the fifth time. ''the law of the hyperboles'' said the prime minister."
ParlaMint-NL-en_2022-04-05-tweedekamer-31,2022-04-05,tweedekamer,31,"the next item is the two-minute debate on foreign and asylum policy. the committee debate on this matter took place on 9 March last. a warm word of welcome to the secretary of state. he has, like everyone else, two minutes' speaking time."
ParlaMint-NL-en_2022-04-05-tweedekamer-32,2022-04-05,tweedekamer,32,"stateless people have been deprived of that right, often without them being able to do anything about it. they don't have a government they can run to for protection, like you and me. they're unprotected, without peace and expatriation, he says."
ParlaMint-NL-en_2022-04-06-tweedekamer-10,2022-04-06,tweedekamer,10,"a small debt is made like this, but if you can't afford it, things can get out of hand. it is high time that the collection industry was monitored to prevent beunhazeling. it is unacceptable that people suffer from debt, stress and lack of future prospects associated with it for years."
ParlaMint-NL-en_2022-04-06-tweedekamer-11,2022-04-06,tweedekamer,11,"van den Berg: we're talking about the theory and practice of solidarity. he says the health insurance act ensures that we are all entitled to the same basic package of care and that we also pay the costs together. he says a collective discount was the right thing to do with solidarity. he says if we calculate this amount for 10 years, we're talking about 5 billion."
ParlaMint-NL-en_2022-04-06-tweedekamer-3,2022-04-06,tweedekamer,3,"the next item is the two-minute Fit for 55 - CBAM and ETS debate. it follows the committee debate on 27 January. it's the second motion, Mr. Chairman."
ParlaMint-NL-en_2022-04-06-tweedekamer-4,2022-04-06,tweedekamer,4,the committee debate took place on 22 March last year. it is a good thing that we are standing here after this hugely important debate. it is increasingly painful that we know that billions are going from the European Union to Russia.
ParlaMint-NL-en_2022-04-06-tweedekamer-5,2022-04-06,tweedekamer,5,the next item is the two-minute debate on SDE++. the committee debate was held on 24 March. the motion was filed by a member of the party for animals.
ParlaMint-NL-en_2022-04-06-tweedekamer-6,2022-04-06,tweedekamer,6,"the amendment of the General Administrative Law Act to the revision of Section 2.3 of that Act, i.e. the Modernisation of Electronic Administrative Movement Act, Chamber No. 35261. the amendment is a warm word of welcome to the Minister of the Interior."
ParlaMint-NL-en_2022-04-06-tweedekamer-9,2022-04-06,tweedekamer,9,"a number of questions have been asked about how this law should be seen in relation to the fact that every individual, every person, must be able to make use of the contact with the government. if something goes wrong, for example, the burden of proof no longer lies with the citizens, but that the burden of proof will lie with the government."
ParlaMint-NL-en_2022-04-07-tweedekamer-3,2022-04-07,tweedekamer,3,"a shady 100 million-dollar deal against official advice for improper mouth caps is bad. it is not about the content of this deal or Mr Van Lienden's behaviour today, he says. he says it's ugly for all of us. it touches the confidence in the cabinet."
ParlaMint-NL-en_2022-04-07-tweedekamer-9,2022-04-07,tweedekamer,9,"van Haga, Wybren (Van Haga) announced in the first term that he would table a motion of censure. he said he would like the motion to be put to the vote by roll call. he said he would like the motion to be put to the vote by roll call."
ParlaMint-NL-en_2022-04-12-tweedekamer-23,2022-04-12,tweedekamer,23,"the next item is the two-minute debate on the implementation of social security. the first is to address Mrs Kathmann of the Labour Party. it has, like most participants, two minutes' speaking time."
ParlaMint-NL-en_2022-04-12-tweedekamer-24,2022-04-12,tweedekamer,24,"the VVD welcomes the cabinet's intention to implement this directive purely. it is good, especially when we are busy with labour market reforms, not putting unnecessary legislation at the top of the directive. if the VVD finds that legitimate, my final question would be."
ParlaMint-NL-en_2022-04-13-tweedekamer-10,2022-04-13,tweedekamer,10,"the next item is the two-minute debate on Discrimination, racism and human rights. he will be the first to give the floor to Mr Van Baarle van DENK. he said the terrible case in Giethoorn has been deeply hacked into it by the group of deNK and many people in society."
ParlaMint-NL-en_2022-04-13-tweedekamer-11,2022-04-13,tweedekamer,11,"the house of representatives can only accept the proposal with a two-thirds majority. the same applies to the minister for the interior, and to Mr van Raak, who defended this proposal at first reading. bruce schneier: it's the ultimate form of direct decision-making by millions of voters. he says it's a compromise, and that's better than nothing."
ParlaMint-NL-en_2022-04-13-tweedekamer-3,2022-04-13,tweedekamer,3,"the secretary of state had promised us that she would come up with a letter about the so-called administrative arrangements that would be made around the trickledown effect and thus around thezzp'ers. if we've learned anything in recent years, it's that you can never say that with any certainty."
ParlaMint-NL-en_2022-04-13-tweedekamer-4,2022-04-13,tweedekamer,4,"minister for economic affairs and climate, Mrs Adriaansens, has remained seated. she was also in the previous two-minute debate. he will be the first to give the floor to Mr. van Haga of the Van Haga Group."
ParlaMint-NL-en_2022-04-13-tweedekamer-5,2022-04-13,tweedekamer,5,the next item is the two-minute debate on Entrepreneurship and business finance. there are four speakers on the side of the chamber. the first is a member of the 'british Business Bank'.
ParlaMint-NL-en_2022-04-13-tweedekamer-6,2022-04-13,tweedekamer,6,"BVNL stands for a free Netherlands, a free Netherlands where everyone can live their own lives. it is also a free Netherlands where entrepreneurs can enter into. BVNL has a reasonable objection to this bill on this point."
ParlaMint-NL-en_2022-04-13-tweedekamer-9,2022-04-13,tweedekamer,9,"reopening the debate on the security test investment, Mergers and Acquisitions Act. I give the floor to the minister for economic affairs and climate policy. I think the members like that, yeah. I understand it's nice to report it to you."
ParlaMint-NL-en_2022-04-14-tweedekamer-10,2022-04-14,tweedekamer,10,"the amendment to the Basic Registration Act is a mouthful of the amendment to the basic registration act. it's the reply and rejoinder, so it's just the second term of the Chamber. it is the source for the time when voting cards are to be sent or supplements are to be paid."
ParlaMint-NL-en_2022-04-14-tweedekamer-11,2022-04-14,tweedekamer,11,"the report on the evaluation of the flex study experiment, section 31288, no. 947, is before us. it is a great cherished wish of many students. it makes it easier for students to determine their own study pace and to study alongside their work."
ParlaMint-NL-en_2022-04-14-tweedekamer-12,2022-04-14,tweedekamer,12,"the first speaker from the chamber is Mr Van Meenen of the CDA Group. he's able to comment immediately on the motion and answer both of Mr Van Meenen's questions. he's a little bald right now, and he's nervous for Easter weekend."
ParlaMint-NL-en_2022-04-14-tweedekamer-13,2022-04-14,tweedekamer,13,"the next item is the two-minute debate on appropriate education. I will give the floor to Mr. Kwint of the SP. van Meenen, Paul (D66) says he's very welcome."
ParlaMint-NL-en_2022-04-14-tweedekamer-14,2022-04-14,tweedekamer,14,"a new law states that there is more room for new schools. it's not the case that it leads to the destruction of good, existing schools or to the bankruptcy of municipalities. it's just a really bad law, but it should not lead to the destruction of good, existing schools."
ParlaMint-NL-en_2022-04-14-tweedekamer-15,2022-04-14,tweedekamer,15,"van Ginneken, Lisa (D66) is in favour of the introduction of up to 30 kilometres per hour as a starting point within the built-up area. he is in favour of the introduction of up to 30 kilometres per hour as a starting point within the built-up area. he has the next motion, which I may be able to withdraw."
ParlaMint-NL-en_2022-04-14-tweedekamer-16,2022-04-14,tweedekamer,16,"the government has proved to be generous, at least for those who suffered damage in the event of disasters under the Act. the insured, on the other hand, are now in danger of falling out of business because they are only compensated for a small part of their damage. the government can now really show that it has recovered the human measure."
ParlaMint-NL-en_2022-04-14-tweedekamer-17,2022-04-14,tweedekamer,17,"van der Werf van der Werf: ""i'm gonna start the first motion right away"" van der Werf van der Werf: ""i've got two minutes and two motions, so I'm gonna start the first motion right away"" van der Werf: ""i've got two minutes and two motions, so I'm gonna start with my motion"""
ParlaMint-NL-en_2022-04-14-tweedekamer-18,2022-04-14,tweedekamer,18,the next item is the two-minute debate Integrity of public administration. he will be the first to give the floor to the minister for the interior and Kingdom Relations. he will be the first to give the floor to the people who are following this debate.
ParlaMint-NL-en_2022-04-14-tweedekamer-19,2022-04-14,tweedekamer,19,a number of arrangements on conflicts of interest are being strengthened. a number of arrangements on conflicts of interest are being strengthened. the king's commissioner is given the opportunity to access confidential documents. the king's commissioner is given the opportunity to attend private council meetings.
ParlaMint-NL-en_2022-04-14-tweedekamer-5,2022-04-14,tweedekamer,5,the two-minute debate on lifestyle prevention took place on 24 March. the first speaker is already in the starting blocks of impatience. the first speaker is already in the starting blocks of impatience.
ParlaMint-NL-en_2022-04-14-tweedekamer-6,2022-04-14,tweedekamer,6,"lz granderson: it's good to finally talk to this new Secretary of State in plenary about youth care. he says it's a very technical part, namely procurement and procurement. granderson: we're losing time to discuss and tackle seriously the problems faced by both young people and parents. granderson: we're losing time to finally achieve the goal we all want."
ParlaMint-NL-en_2022-04-14-tweedekamer-9,2022-04-14,tweedekamer,9,"u.s. secretary van Oijen: ""i am committed to every child, particularly vulnerable children, families and the elderly"" he says the bill makes it possible to impose due diligence requirements in municipalities. u.s. officials say it's important to reform the chain. u.s. officials say it's a great privilege to be here to discuss this bill."
ParlaMint-NL-en_2022-04-19-eerstekamer-6,2022-04-19,eerstekamer,6,"bruijn and van Meenen are defending the bill on behalf of the Lower House. they have gone the long way of finding the problem, translating it into a legislative text. they have already welcomed the minister for social affairs and employment and the secretary of state for health, welfare and sport."
ParlaMint-NL-en_2022-04-19-tweedekamer-41,2022-04-19,tweedekamer,41,"the next item is the two-minute debate on poverty and debt policy. he will give the floor to the minister for Poverty Policy, Participation and Pensions. he would like to ask permission to table two motions."
ParlaMint-NL-en_2022-04-19-tweedekamer-42,2022-04-19,tweedekamer,42,the next item is the two-minute debate on the subject of pensions. it became clear that after 2025 there is no longer a scheme for people with heavy work and no early retirement pension. that's why the next motion.
ParlaMint-NL-en_2022-04-19-tweedekamer-43,2022-04-19,tweedekamer,43,the next item is the two-minute debate on the climate agreement built environment. it's a motion that should definitely be appreciated by D66. it's a motion that should definitely be appreciated by D66.
ParlaMint-NL-en_2022-04-19-tweedekamer-44,2022-04-19,tweedekamer,44,"minister for agriculture, nature and food quality, Mr. Staghouwer, and the Minister for Nature and Nitrogen, Mrs Van der Wal, have three motions. he says the government plays a major role in the critical deposition value as an environmental value in the nitrogen reduction and improvement Act. he says the government plays a major role in the critical deposition value as an environmental value."
ParlaMint-NL-en_2022-04-19-tweedekamer-45,2022-04-19,tweedekamer,45,"a motion on the agriculture and Fisheries Council will continue on 21 March 2022. the motion will be presented to the minister of agriculture, nature and food quality. the motion will be presented to the minister of agriculture, nature and food quality. it will be the first to give the floor to Mr Thijssen of the PvdA."
ParlaMint-NL-en_2022-04-19-tweedekamer-46,2022-04-19,tweedekamer,46,"Mr. Staghouwer informed the chamber in march that he was introducing a tax on eating meat. when the Minister got questions about this in the debate on 30 March, he suddenly took off. it was just an investigation. we misunderstood. It was a little unclear."
ParlaMint-NL-en_2022-04-20-tweedekamer-11,2022-04-20,tweedekamer,11,"the minister must leave the chamber at 3 p.m. he will be awarding a state award this afternoon. if this is not possible, a follow-up will be scheduled soon after the recess. there are contextual differences between Bonaire and the European Netherlands."
ParlaMint-NL-en_2022-04-20-tweedekamer-12,2022-04-20,tweedekamer,12,"the next item is the debate on dementiezorg/Langer Home/Palliative care/PGB/ District care/Wmo. the minister for long-term care and sport and the secretary of state of VWS will give their answers. the next speaker on the side of the Chamber is Mrs Den Haan, who will speak on behalf of the PVV."
ParlaMint-NL-en_2022-04-20-tweedekamer-13,2022-04-20,tweedekamer,13,the debate will be held by seven members of the chamber with the minister for long-term care and sport. the minister for long-term care and sport will speak at the conference room. he asks the Minister what exactly is the silent statements.
ParlaMint-NL-en_2022-04-20-tweedekamer-14,2022-04-20,tweedekamer,14,the committee debate on cyber security was held on 7 April last. the next item is the two-minute debate on cyber security and cybersecurity. the minister for justice and security welcomes her commitment to an up-to-date cybersecurity strategy.
ParlaMint-NL-en_2022-04-20-tweedekamer-15,2022-04-20,tweedekamer,15,a bill raising legal penalty limit for manslaughter raises the penalty. he says manslaughter and murder are one of the most serious crimes known to our Code of Criminal Law. he says a higher sentence is imposed in the event of manslaughter.
ParlaMint-NL-en_2022-04-20-tweedekamer-3,2022-04-20,tweedekamer,3,the next item is the two-minute debate on Fit for 55. he will give the floor to Mr. Dassen van Volt. he also sent a letter signed by 11 countries calling on the eu to accelerate implementation of climate plans.
ParlaMint-NL-en_2022-04-20-tweedekamer-4,2022-04-20,tweedekamer,4,the minister has proposed a minimum target of 3 to 4 gigawatt generated power by 2030. he is talking to the national hydrogen programme to see how that goal can be raised. the outcome comes with a policy letter to the Chamber after the summer.
ParlaMint-NL-en_2022-04-20-tweedekamer-5,2022-04-20,tweedekamer,5,"the next item is the two-minute debate on the environment, Mr. Chairman. he will be the first to give the floor to Mrs Hagen of D66. he is responsible for air quality, even if it is made less by agriculture and the nitrogen caused by it."
ParlaMint-NL-en_2022-04-20-tweedekamer-6,2022-04-20,tweedekamer,6,"van Esch, Eva (PvdD) is the first speaker of the debate on monitoring and enforcement. she says she's always very curious, if there is a proposal to make more money available, at the expense of what it should be. van Esch, Eva (PvdD) says she doesn't know where the 24 million came from. she says she's not a coalition partner, but she's not a coalition partner."
ParlaMint-NL-en_2022-04-20-tweedekamer-7,2022-04-20,tweedekamer,7,"the next item is a two-minute debate called 'Evaluation Act strengthening administrative power'. the motion has been proposed by members de Hoop and de Hoop. there's a little confusion about that, which can only be done with the OCW committee."
ParlaMint-NL-en_2022-04-20-tweedekamer-8,2022-04-20,tweedekamer,8,"the amendment to the education and vocational training act (BES) will extend the possibility of offering vocational education on Bonaire and the related examinations in Papiaments. the proposal stems from the problem that the Dutch language is too big a stumbling block for a group of students, which prevents them from obtaining a degree in self-employed cook."
ParlaMint-NL-en_2022-04-21-tweedekamer-10,2022-04-21,tweedekamer,10,"mr. minhas of the VVD says he will pass that change on to the Chamber. he says he'll give the floor to mr. Minhas of the VVD. mr. Minhas: ""it's special to be here. I will try to take you into the story"""
ParlaMint-NL-en_2022-04-21-tweedekamer-4,2022-04-21,tweedekamer,4,"the secretary of state for justice and security, the minister for housing, the minister for Poverty Policy, Participation and Pensions and the minister for Primary and Advanced Education will not be present for the debate. the secretary of state for justice and security will also answer any questions that may arise at that time."
ParlaMint-NL-en_2022-04-21-tweedekamer-8,2022-04-21,tweedekamer,8,the first question is about the emergency right that has been used. the right of emergency means that we have laid down a task for all the mayors. the first is that the use of emergency legislation must be speeded up so that we cannot inform you in advance.
ParlaMint-NL-en_2022-04-21-tweedekamer-9,2022-04-21,tweedekamer,9,"''Roaring' always has a somewhat negative tone and ""consequential"" is often seen as something positive. ''turn' and ""be consistent'' is often seen as something positive. ''Roaring'' has a somewhat negative tone."
ParlaMint-NL-en_2022-05-10-tweedekamer-32,2022-05-10,tweedekamer,32,"the next item is the two-minute debate on the ministerial regulation on inspection taxes, surcharges and customs. he will be the first to give the floor to Mr Eerdmans of JA21, who is a little earlier because of another obligation."
ParlaMint-NL-en_2022-05-10-tweedekamer-33,2022-05-10,tweedekamer,33,"the recovery fund has been debating a draft plan for the corona recovery fund. it is hoped that the cabinet will work on the opportunity to live up to the ambition for a Dutch leading role in Europe. the recovery fund is funded by the restoration fund, which is funded by the restoration fund."
ParlaMint-NL-en_2022-05-11-tweedekamer-10,2022-05-11,tweedekamer,10,"the first term of office took place on 17 March. it is a special time to stand with Mrs Ellemeet, one of the initiators. she will answer all the questions that have been asked about the law."
ParlaMint-NL-en_2022-05-11-tweedekamer-11,2022-05-11,tweedekamer,11,the two-minute debate on labour market policy took place on 13 April last year. the ESC is pleased that three new seats appear to be available for self-employed workers in the broad polder. the ESC is pleased that self-employed workers deserve a wider place in the broad polder. the ESC is pleased that self-employed workers deserve a wider place.
ParlaMint-NL-en_2022-05-11-tweedekamer-12,2022-05-11,tweedekamer,12,the proposal of the law of Members Kathmann and Maatoug has been withdrawn. it is a first step in the legal process of setting the minimum hourly wage. it is also a long-cherished wish of what is once again called the Labour Inspectorate.
ParlaMint-NL-en_2022-05-11-tweedekamer-3,2022-05-11,tweedekamer,3,"a deforestation regulation is now being discussed in Europe. the second issue is equally topical: the avian flu. there has been a ""comply or explain"" principle since 2019."
ParlaMint-NL-en_2022-05-11-tweedekamer-4,2022-05-11,tweedekamer,4,"the next item is the two-minute debate on the committee debate. Mrs. Beckerman will speak on behalf of the Socialist Party. ''there's still so much wrong in Groningen,'' she said."
ParlaMint-NL-en_2022-05-11-tweedekamer-5,2022-05-11,tweedekamer,5,"a municipal reclassification is always of great importance and an impressive subject. the argument for reclassification is always the same: the new municipalities, as it is called, are given ""administrative power"" no one knows what that is, but mostly it sounds very decisive."
ParlaMint-NL-en_2022-05-11-tweedekamer-9,2022-05-11,tweedekamer,9,"the two-minute debate amendment of the Opium Act and List II forms part of the Opium Act (35954, no. 3). the first speaker is Mr Rudmer Heerema of the VVD group. he has, like everyone else, two minutes' speaking time. the floor is up to him."
ParlaMint-NL-en_2022-05-12-tweedekamer-3,2022-05-12,tweedekamer,3,"more than 1,675 children have been removed from the home by the judge since 2015. this is the tip of the iceberg of great human suffering for parents and children. the so-called voluntary removals have not been taken, nor do removals for 2015; they are thousands of extra children."
ParlaMint-NL-en_2022-05-12-tweedekamer-6,2022-05-12,tweedekamer,6,"the second term of office is the debate on the problems of children's removals. he says there is no expert who finds the removal sites legally in order and on the design of the research. the second term, he expects a response to the seven recommendations, to the observation that there is no expert who finds the removal sites legally in order and on the design of the research."
ParlaMint-NL-en_2022-05-17-eerstekamer-3,2022-05-17,eerstekamer,3,"the only corona measure currently in force is the obligation to protect the mouth at Dutch airports, which expires on 21 May. the only corona measure currently in force is the obligation to protect the mouth at Dutch airports, which will expire on 21 May."
ParlaMint-NL-en_2022-05-17-eerstekamer-6,2022-05-17,eerstekamer,6,"van der Voort: we are pleased to be able to debate here during the period of relative calm with regard to the covid pandemic. in retrospect, the measures contained in this fifth extension were largely unnecessary in order to continue the fight against the pandemic. he says the most important question we have to answer today is whether these conditions are met."
ParlaMint-NL-en_2022-05-17-tweedekamer-21,2022-05-17,tweedekamer,21,the next item is the two-minute debate on housing/state of housing. the committee debate took place on 12 April last. the first speaker on the side of the Chamber is Mr Van Haga of the Van Haga Group.
ParlaMint-NL-en_2022-05-17-tweedekamer-22,2022-05-17,tweedekamer,22,"650 pigs are slaughtered per hour in one slaughterhouse. the pigs feel like they're choking and they're unconscious. the pigs were cut into pieces with one leg hanging from a slaughter hook. if anything goes wrong, the consequences for the animals are really horrible."
ParlaMint-NL-en_2022-05-18-tweedekamer-10,2022-05-18,tweedekamer,10,"5.3 million people die every year due to too little movement. the urgency of motion poverty calls for a shift from health promotion to health protection. 5.3 million people die every year due to too little movement, according to the Dutch Sports Council."
ParlaMint-NL-en_2022-05-18-tweedekamer-3,2022-05-18,tweedekamer,3,the first deadline on the part of the chamber took place on 21 April. it is the answer in the first term and the second period as a whole. I would also like to thank the members of parliament for the interesting first term.
ParlaMint-NL-en_2022-05-18-tweedekamer-6,2022-05-18,tweedekamer,6,"minhas, Fahid (VVD): we're on the second term. we're on the second term. we're on the second term. we're on the second term. we're on the second term. we will be the first to give the floor to Mr. Minhas of the VVD."
ParlaMint-NL-en_2022-05-18-tweedekamer-8,2022-05-18,tweedekamer,8,"the proposal for a law of the Van Kent member temporarily amending the Pension Act and the Compulsory Occupational Pension Scheme Act in connection with the introduction of a measure to adjust the discount rate at which pension funds are to calculate their pension liabilities, Section 35681. the initiative has been going on for a while, so a week or less can be added. today we are discussing the first term of office. we'll limit ourselves to that."
ParlaMint-NL-en_2022-05-18-tweedekamer-9,2022-05-18,tweedekamer,9,"the two-minute debate on disability policy, nursing care and Wlz took place on 21 April last. the first speaker is Mrs Westerveld van GroenLinks. she's getting no. kst-24170-256."
ParlaMint-NL-en_2022-05-19-tweedekamer-10,2022-05-19,tweedekamer,10,a chamberwide motion on the handling of PTSS files has also been ignored so far at corps level. a third is in the making. there is an investigation of the Schneiders Committee into the national unity.
ParlaMint-NL-en_2022-05-19-tweedekamer-11,2022-05-19,tweedekamer,11,"van Baarle van deNK: the Netherlands is in a racism crisis. he says there are still too many non-discrimination deniers in the criminal justice chain. he says we need to do more in every part of the chain, for example in the criminal justice chain. van Baarle: we want to speed up the fight against discrimination."
ParlaMint-NL-en_2022-05-19-tweedekamer-3,2022-05-19,tweedekamer,3,"a committee debate is planned on uHT and progress on compensation and recovery of parents. aarkan van der Plas has resigned because of unprecedented injustice. he is the chairman of the group, and he is the chairman of the group. he wants to know exactly what the attorney said in court."
ParlaMint-NL-en_2022-05-19-tweedekamer-6,2022-05-19,tweedekamer,6,"if it works out before 4:00 p.m., it should be fine to get such a debate going. if it works out before 4:00 p.m., it would be a good goal, he says. if it works out before 4:00 p.m., it would be a good goal, he says."
ParlaMint-NL-en_2022-05-19-tweedekamer-7,2022-05-19,tweedekamer,7,"the next item is the two-minute debate on the agriculture and Fisheries Council on 24 May 2022. he will be the first to give the floor to Mrs van der Plas, of bbc. he will be the first to answer the questions raised by the committees on european affairs."
ParlaMint-NL-en_2022-05-24-eerstekamer-10,2022-05-24,eerstekamer,10,"the next item is the continuation of the joint examination of legislative proposals 35455, Temporary Experimentation Act new ballots and 35670, Amendment of the Election Act in connection with the final introduction of the new ballot for voters outside the Netherlands. the second question is the validity and validity of the votes and the difference between the experimental law and the bill for the ballot abroad."
ParlaMint-NL-en_2022-05-24-eerstekamer-8,2022-05-24,eerstekamer,8,bruijn van der Linden: the new ballots are the celebration of democracy. he says it's a good thing if a voting form is very large. he says it's a serious argument for this new form. van der Linden: it's a good thing if a voting form is very large.
ParlaMint-NL-en_2022-05-24-eerstekamer-9,2022-05-24,eerstekamer,9,"paternalism and the green compulsion have no limits, says bruijn. bruijn: by 2022, the Netherlands had to aim for a 14% consumption of energy from renewable sources. he says the minister has no idea how many euros are going around in this market. bruijn: the minister has no idea how many euros are going around in this market."
ParlaMint-NL-en_2022-05-24-tweedekamer-22,2022-05-24,tweedekamer,22,"a third term is the amendment of various laws relating to silence in youth care, care and support. it is rare for us to have a third deadline, but today we have a third deadline. the first speaker on the side of the Chamber is Mrs Westerveld of the GroenLinks Group."
